lang_name	keep_rows	remove_rows	total_rows	keep_tokens	remove_tokens	total_tokens	keep_disk	remove_disk	total_disk	source
mar_Latn	884	92	976	1398860	145582	1544442	2.27MB	2.23MB	4.50MB	fineweb-2
dik_Latn	876	93	969	415625	44124	459749	2.80MB	522.11KB	3.31MB	fineweb-2
jiv_Latn	876	60	936	500352	34305	534657	4.37MB	498.50KB	4.86MB	fineweb-2, mala
kri_Latn	872	98	970	940875	94092	1034967	4.98MB	759.49KB	5.72MB	fineweb-2, mala
cok_Latn	868	50	918	274722	15825	290547	2.77MB	407.85KB	3.17MB	fineweb-2
gui_Latn	868	82	950	533766	52374	586140	3.82MB	474.78KB	4.29MB	fineweb-2, mala
mak_Latn	866	82	948	609528	56569	666097	4.31MB	1.73MB	6.03MB	fineweb-2, mala
hak_Hani	861	140	1001	1703303	281910	1985213	3.70MB	2.36MB	6.06MB	fineweb-2, mala
bsn_Latn	858	64	922	249744	18628	268372	2.37MB	369.96KB	2.73MB	fineweb-2
hnj_Latn	848	58	906	677721	41785	719506	3.80MB	265.30KB	4.06MB	fineweb-2, mala
dov_Latn	846	73	919	862945	74462	937407	6.61MB	1.33MB	7.94MB	mala
teo_Latn	844	47	891	424816	23748	448564	3.30MB	378.12KB	3.67MB	fineweb-2, mala
kjb_Latn	840	93	933	63621	8461	72082	523.52KB	214.59KB	738.12KB	fineweb-2, mala
maz_Latn	834	94	928	283609	40790	324399	1.88MB	515.91KB	2.38MB	fineweb-2, mala
krj_Latn	828	67	895	613015	49603	662618	4.07MB	402.49KB	4.46MB	fineweb-2
dar_Cyrl	826	133	959	361614	54699	416313	5.96MB	1.26MB	7.22MB	fineweb-2, mala
aom_Latn	819	64	883	281780	22019	303799	2.44MB	427.06KB	2.86MB	fineweb-2
din_Latn	809	66	875	534997	43646	578643	2.98MB	799.05KB	3.76MB	mala
ffm_Latn	807	68	875	519366	43561	562927	3.58MB	561.33KB	4.13MB	fineweb-2, mala
rwo_Latn	796	116	912	854111	121747	975858	6.30MB	808.80KB	7.09MB	fineweb-2, mala
mag_Deva	794	116	910	676012	104599	780611	7.92MB	2.06MB	9.98MB	fineweb-2, mala
sny_Latn	782	56	838	247016	17689	264705	1.63MB	404.09KB	2.02MB	fineweb-2
gum_Latn	778	60	838	361423	27873	389296	3.30MB	271.11KB	3.57MB	fineweb-2
med_Latn	774	56	830	453646	32821	486467	2.91MB	284.88KB	3.19MB	fineweb-2
twu_Latn	765	67	832	744127	65990	810117	4.46MB	478.61KB	4.93MB	fineweb-2, mala
acn_Latn	743	78	821	1248548	131072	1379620	5.22MB	2.81MB	8.03MB	fineweb-2
pwn_Latn	741	99	840	303003	40560	343563	2.04MB	636.90KB	2.66MB	fineweb-2, mala
cbs_Latn	736	57	793	229564	17778	247342	2.10MB	191.89KB	2.29MB	fineweb-2
enq_Latn	735	153	888	637402	133420	770822	4.26MB	1.10MB	5.36MB	fineweb-2, mala
ubu_Latn	735	110	845	850643	127307	977950	5.79MB	1.02MB	6.81MB	mala
ibb_Latn	732	52	784	685874	48723	734597	4.78MB	394.71KB	5.17MB	mala
abx_Latn	721	67	788	211557	19659	231216	1.70MB	305.01KB	2.00MB	fineweb-2
zty_Latn	711	58	769	233645	19059	252704	1.86MB	278.16KB	2.13MB	fineweb-2
aby_Latn	707	52	759	224294	16496	240790	1.72MB	234.22KB	1.94MB	fineweb-2
rme_Latn	703	111	814	160204	25295	185499	1.36MB	493.04KB	1.84MB	fineweb-2
ndc_Latn	702	85	787	346963	44690	391653	2.98MB	430.60KB	3.40MB	fineweb-2, mala
cui_Latn	700	55	755	145083	11399	156482	1.33MB	331.91KB	1.66MB	fineweb-2
lua_Latn	699	50	749	353962	25319	379281	2.67MB	313.71KB	2.98MB	fineweb-2
yby_Latn	693	55	748	274390	21776	296166	2.29MB	266.09KB	2.55MB	fineweb-2
rad_Latn	691	73	764	523250	55278	578528	3.25MB	368.85KB	3.61MB	fineweb-2
agg_Latn	689	43	732	314150	19605	333755	3.26MB	265.44KB	3.52MB	fineweb-2
agd_Latn	685	53	738	150502	11644	162146	1.19MB	254.87KB	1.43MB	fineweb-2
nij_Latn	677	56	733	392022	35445	427467	2.80MB	305.79KB	3.10MB	fineweb-2, mala
pih_Latn	674	108	782	26541	4253	30794	369.45KB	108.10KB	477.55KB	mala
bno_Latn	670	76	746	186465	21151	207616	1.51MB	412.29KB	1.91MB	fineweb-2
yre_Latn	670	62	732	61767	5715	67482	655.21KB	190.57KB	845.78KB	fineweb-2
tsg_Latn	667	58	725	399546	35744	435290	2.67MB	392.11KB	3.05MB	fineweb-2, mala
adj_Latn	664	52	716	290932	22783	313715	1.78MB	226.56KB	2.00MB	fineweb-2
fip_Latn	664	65	729	813564	79641	893205	5.96MB	603.93KB	6.55MB	mala
agx_Cyrl	663	49	712	225921	16697	242618	3.12MB	506.64KB	3.61MB	fineweb-2
cnk_Latn	663	42	705	517243	32766	550009	2.86MB	478.41KB	3.32MB	fineweb-2
umb_Latn	660	49	709	219708	16311	236019	1.70MB	251.83KB	1.94MB	fineweb-2
mfq_Latn	659	57	716	341852	29568	371420	1.96MB	276.74KB	2.23MB	fineweb-2
qve_Latn	657	70	727	310712	33089	343801	3.34MB	400.51KB	3.73MB	fineweb-2, mala
nhw_Latn	654	50	704	382118	29213	411331	3.46MB	200.66KB	3.66MB	fineweb-2
niu_Latn	649	90	739	331301	45943	377244	2.01MB	345.74KB	2.34MB	fineweb-2
zne_Latn	647	112	759	611820	75607	687427	3.76MB	609.48KB	4.35MB	fineweb-2, mala
kwy_Latn	643	49	692	286134	21804	307938	2.11MB	236.97KB	2.35MB	fineweb-2
skg_Latn	634	90	724	198445	28170	226615	1.70MB	276.20KB	1.97MB	fineweb-2
maa_Latn	633	61	694	366555	35323	401878	3.37MB	313.70KB	3.68MB	fineweb-2
xsm_Latn	619	42	661	360391	24453	384844	2.20MB	177.36KB	2.37MB	fineweb-2
jra_Latn	618	67	685	570280	58819	629099	3.59MB	442.29KB	4.03MB	fineweb-2, mala
vap_Latn	614	46	660	280120	20986	301106	1.64MB	401.77KB	2.03MB	fineweb-2
inb_Latn	612	71	683	328467	38449	366916	3.44MB	422.88KB	3.85MB	fineweb-2, mala
pau_Latn	611	60	671	934401	91283	1025684	4.56MB	919.19KB	5.46MB	fineweb-2, mala
kmg_Latn	606	106	712	469538	80773	550311	3.05MB	1.28MB	4.33MB	fineweb-2, mala
alp_Latn	601	49	650	158006	12882	170888	1.16MB	208.66KB	1.37MB	fineweb-2
des_Latn	595	54	649	253980	23050	277030	2.32MB	185.84KB	2.50MB	fineweb-2
kmr_Cyrl	585	54	639	148849	13739	162588	1.98MB	430.81KB	2.40MB	fineweb-2
syr_Syrc	582	103	685	1592695	281868	1874563	15.71MB	8.38MB	24.10MB	mala
qwh_Latn	569	52	621	198192	18112	216304	2.20MB	286.49KB	2.48MB	fineweb-2
mkn_Latn	563	64	627	571272	65915	637187	3.45MB	419.12KB	3.86MB	fineweb-2, mala
gan_Hani	562	60	622	22057	2354	24411	898.64KB	394.15KB	1.26MB	mala
jvn_Latn	561	51	612	566157	51137	617294	3.45MB	1.04MB	4.49MB	fineweb-2, mala
klv_Latn	554	40	594	264082	19067	283149	2.10MB	192.18KB	2.29MB	fineweb-2
jbu_Latn	551	38	589	266313	18366	284679	1.52MB	159.81KB	1.68MB	fineweb-2
xon_Latn	551	41	592	294374	21904	316278	1.76MB	128.60KB	1.89MB	fineweb-2
bin_Latn	546	49	595	275329	24709	300038	1.93MB	175.70KB	2.10MB	fineweb-2
ptu_Latn	542	43	585	341754	27113	368867	2.78MB	147.84KB	2.92MB	fineweb-2
mmn_Latn	537	41	578	168631	12874	181505	1.22MB	183.16KB	1.40MB	fineweb-2
mpx_Latn	537	64	601	364490	43440	407930	2.49MB	226.44KB	2.71MB	fineweb-2
bib_Latn	535	74	609	232325	32134	264459	1.41MB	279.74KB	1.68MB	fineweb-2
mgr_Latn	535	33	568	210683	12995	223678	1.80MB	131.37KB	1.93MB	fineweb-2
bdh_Latn	531	57	588	133691	14351	148042	968.82KB	438.43KB	1.37MB	fineweb-2
knj_Latn	528	58	586	464101	50677	514778	2.55MB	306.33KB	2.85MB	fineweb-2, mala
syl_Latn	524	124	648	11421122	2702708	14123830	99.41MB	8.40MB	107.81MB	fineweb-2
dop_Latn	522	47	569	244913	22051	266964	1.96MB	126.71KB	2.08MB	fineweb-2
mwq_Latn	522	54	576	308284	31891	340175	1.78MB	210.48KB	1.98MB	fineweb-2
rmy_Cyrl	519	51	570	1490127	146706	1636833	2.46MB	1.38MB	3.84MB	fineweb-2, mala
kkc_Latn	518	28	546	220359	11911	232270	1.64MB	125.15KB	1.76MB	fineweb-2
sop_Latn	516	58	574	269725	30318	300043	2.24MB	196.05KB	2.43MB	fineweb-2
acu_Latn	513	31	544	196786	11891	208677	1.86MB	157.34KB	2.01MB	fineweb-2
tbc_Latn	512	42	554	289017	23708	312725	1.73MB	188.32KB	1.91MB	fineweb-2
cgc_Latn	511	62	573	250877	30026	280903	2.14MB	275.33KB	2.41MB	fineweb-2, mala
zpu_Latn	507	43	550	299051	25363	324414	2.03MB	363.98KB	2.39MB	fineweb-2
ata_Latn	506	37	543	327471	23945	351416	2.25MB	206.34KB	2.46MB	fineweb-2
ckt_Cyrl	506	98	604	80545	12540	93085	905.95KB	948.26KB	1.81MB	fineweb-2, mala
imo_Latn	500	29	529	220108	12766	232874	1.70MB	102.58KB	1.80MB	fineweb-2
mif_Latn	493	44	537	280591	25042	305633	1.76MB	200.91KB	1.95MB	fineweb-2
apr_Latn	490	34	524	187964	13042	201006	1.12MB	194.38KB	1.31MB	fineweb-2
kyq_Latn	489	61	550	307142	38314	345456	2.06MB	236.70KB	2.29MB	fineweb-2
zyp_Latn	488	37	525	334938	25394	360332	2.12MB	269.94KB	2.38MB	fineweb-2
gag_Cyrl	481	59	540	2581168	317841	2899009	8.05MB	1.17MB	9.22MB	fineweb-2, mala
mbi_Latn	478	52	530	127445	13864	141309	865.60KB	280.41KB	1.12MB	fineweb-2
kan_Latn	476	64	540	505560	67974	573534	1.40MB	535.90KB	1.92MB	fineweb-2
att_Latn	475	49	524	126084	13006	139090	922.85KB	256.21KB	1.15MB	fineweb-2
kqp_Latn	474	44	518	255812	23746	279558	1.57MB	141.99KB	1.71MB	fineweb-2
koo_Latn	472	45	517	177640	16936	194576	1.69MB	263.34KB	1.95MB	fineweb-2
tsz_Latn	471	60	531	133392	16992	150384	1.38MB	226.69KB	1.60MB	fineweb-2
urh_Latn	471	44	515	213563	19950	233513	1.58MB	193.43KB	1.77MB	fineweb-2
bbr_Latn	469	44	513	289329	27143	316472	1.98MB	214.09KB	2.19MB	fineweb-2
rmo_Latn	468	100	568	237230	50690	287920	1.62MB	342.10KB	1.96MB	fineweb-2
sus_Arab	465	67	532	320786	46220	367006	3.14MB	430.23KB	3.56MB	fineweb-2
bas_Latn	464	52	516	534370	56256	590626	2.68MB	510.85KB	3.18MB	fineweb-2, mala
msy_Latn	464	48	512	365717	37832	403549	2.77MB	222.88KB	2.99MB	fineweb-2
bus_Latn	463	55	518	289927	34885	324812	1.98MB	291.81KB	2.27MB	fineweb-2, mala
lee_Latn	461	33	494	258452	18500	276952	1.81MB	141.70KB	1.95MB	fineweb-2
mdy_Ethi	459	50	509	251945	27444	279389	3.05MB	321.40KB	3.37MB	fineweb-2
dig_Latn	455	29	484	276333	17630	293963	2.17MB	114.77KB	2.29MB	fineweb-2, mala
fuh_Latn	453	73	526	256371	41381	297752	1.77MB	475.96KB	2.24MB	fineweb-2, mala
mcu_Latn	453	39	492	238878	20565	259443	1.56MB	152.06KB	1.71MB	fineweb-2
nas_Latn	449	49	498	251755	27630	279385	2.73MB	177.00KB	2.91MB	fineweb-2, mala
nfr_Latn	449	35	484	168556	13139	181695	1.03MB	126.96KB	1.15MB	fineweb-2
izr_Latn	446	38	484	189756	16167	205923	1.13MB	110.31KB	1.23MB	fineweb-2
bvz_Latn	443	31	474	485999	34008	520007	2.81MB	214.81KB	3.01MB	fineweb-2
hto_Latn	442	41	483	226267	20988	247255	2.21MB	161.53KB	2.37MB	fineweb-2
mrj_Latn	441	46	487	91180	9510	100690	620.47KB	802.95KB	1.39MB	mala
ded_Latn	439	36	475	325477	26570	352047	2.59MB	181.41KB	2.77MB	fineweb-2, mala
ikt_Latn	439	32	471	183323	13362	196685	1.90MB	1.03MB	2.93MB	fineweb-2
mzw_Latn	438	45	483	184465	18951	203416	1.17MB	125.67KB	1.29MB	fineweb-2
qxh_Latn	438	44	482	200816	20247	221063	2.33MB	210.21KB	2.54MB	fineweb-2, mala
bgt_Latn	434	32	466	144996	10691	155687	1.06MB	100.01KB	1.16MB	fineweb-2
quf_Latn	434	32	466	255875	19177	275052	2.67MB	166.99KB	2.83MB	fineweb-2, mala
chz_Latn	430	49	479	257775	29374	287149	2.66MB	222.40KB	2.88MB	fineweb-2
gux_Latn	430	41	471	274956	26216	301172	1.52MB	203.84KB	1.72MB	fineweb-2
bnp_Latn	429	40	469	403532	37625	441157	2.17MB	182.40KB	2.34MB	fineweb-2
yal_Latn	428	33	461	296718	22877	319595	1.82MB	136.40KB	1.96MB	fineweb-2
gof_Latn	427	30	457	201988	15228	217216	1.63MB	291.21KB	1.92MB	fineweb-2, mala
npy_Latn	426	25	451	205132	12038	217170	1.55MB	154.03KB	1.70MB	fineweb-2
kkj_Latn	425	47	472	251709	27836	279545	1.67MB	206.43KB	1.88MB	fineweb-2
bmr_Latn	424	36	460	179150	15210	194360	2.13MB	186.56KB	2.31MB	fineweb-2
xla_Latn	424	35	459	408975	33759	442734	3.11MB	257.88KB	3.36MB	fineweb-2
zyb_Latn	424	34	458	162000	12990	174990	1.45MB	244.09KB	1.69MB	fineweb-2
ljp_Latn	422	37	459	219688	19261	238949	1.60MB	211.42KB	1.81MB	fineweb-2
guh_Latn	421	55	476	368159	48386	416545	3.72MB	542.42KB	4.25MB	fineweb-2, mala
nod_Thai	421	43	464	20977	2131	23108	2.21MB	173.41KB	2.38MB	fineweb-2, mala
dwr_Latn	420	44	464	460201	53680	513881	2.94MB	2.14MB	5.08MB	fineweb-2, mala
nrf_Latn	418	36	454	120604	10387	130991	870.28KB	390.62KB	1.23MB	fineweb-2
gfk_Latn	413	33	446	419290	33502	452792	2.43MB	132.71KB	2.56MB	fineweb-2
dob_Latn	410	37	447	312059	28161	340220	2.52MB	242.26KB	2.76MB	fineweb-2
gdr_Latn	408	37	445	34502	3128	37630	426.64KB	110.53KB	537.17KB	fineweb-2
xrb_Latn	402	33	435	182709	14998	197707	1.09MB	108.50KB	1.20MB	fineweb-2
kao_Latn	400	34	434	107594	9145	116739	779.00KB	94.94KB	873.94KB	fineweb-2
njo_Latn	400	35	435	336720	29463	366183	2.71MB	125.46KB	2.83MB	fineweb-2
gai_Latn	396	28	424	116296	8222	124518	958.53KB	191.19KB	1.12MB	fineweb-2
ura_Latn	395	53	448	188109	25240	213349	1.85MB	175.30KB	2.02MB	fineweb-2
irk_Latn	394	45	439	195268	22302	217570	1.60MB	160.94KB	1.76MB	fineweb-2
agr_Latn	393	42	435	215730	23486	239216	1.86MB	350.19KB	2.21MB	fineweb-2, mala
pjt_Latn	393	50	443	281208	35777	316985	2.79MB	364.74KB	3.14MB	fineweb-2
ztq_Latn	393	20	413	186839	9508	196347	1.27MB	60.72KB	1.33MB	fineweb-2
aai_Latn	392	32	424	236207	19282	255489	1.81MB	95.52KB	1.91MB	fineweb-2
kez_Latn	392	31	423	177679	14051	191730	1.62MB	105.24KB	1.72MB	fineweb-2
bgr_Latn	391	42	433	219648	23594	243242	1.32MB	171.09KB	1.48MB	fineweb-2
aii_Syrc	390	30	420	354419	27263	381682	4.75MB	916.42KB	5.64MB	fineweb-2
spp_Latn	389	52	441	287132	42278	329410	1.61MB	381.44KB	1.98MB	fineweb-2, mala
gde_Latn	387	24	411	218406	13544	231950	1.62MB	95.13KB	1.71MB	fineweb-2
gvl_Latn	385	51	436	356735	50737	407472	2.09MB	219.72KB	2.31MB	fineweb-2, mala
dgi_Latn	384	39	423	165036	16761	181797	1023.39KB	149.99KB	1.15MB	fineweb-2
ifk_Latn	383	37	420	197064	19037	216101	1.44MB	81.29KB	1.52MB	fineweb-2
knc_Latn	383	54	437	103084	14534	117618	795.54KB	403.53KB	1.17MB	fineweb-2
ntu_Latn	382	45	427	180167	21223	201390	1.38MB	203.67KB	1.58MB	fineweb-2
kmh_Latn	381	40	421	387937	40728	428665	2.52MB	197.16KB	2.71MB	fineweb-2
men_Latn	380	30	410	196311	15498	211809	1.25MB	135.38KB	1.38MB	fineweb-2
dad_Latn	379	43	422	335247	38036	373283	2.17MB	225.38KB	2.39MB	fineweb-2
dnj_Latn	378	32	410	293474	24844	318318	2.01MB	126.92KB	2.13MB	fineweb-2
bhl_Latn	377	37	414	459892	45135	505027	2.96MB	224.34KB	3.18MB	fineweb-2
rnd_Latn	377	51	428	102356	13846	116202	919.32KB	173.47KB	1.07MB	fineweb-2
cpa_Latn	376	62	438	98539	16248	114787	1.15MB	185.34KB	1.34MB	fineweb-2
itv_Latn	376	28	404	231473	17237	248710	1.56MB	88.06KB	1.65MB	fineweb-2
aji_Latn	375	43	418	172691	19802	192493	1.19MB	181.10KB	1.37MB	fineweb-2
sdc_Latn	375	70	445	211790	39534	251324	954.96KB	1.08MB	2.02MB	fineweb-2
zpz_Latn	374	60	434	348432	55898	404330	1.97MB	227.47KB	2.19MB	fineweb-2
cce_Latn	373	27	400	371166	37855	409021	2.31MB	147.11KB	2.45MB	fineweb-2, mala
lgg_Latn	372	35	407	267517	24004	291521	1.58MB	199.11KB	1.78MB	fineweb-2, mala
miq_Latn	371	38	409	331614	39372	370986	1.81MB	528.33KB	2.33MB	fineweb-2, mala
isd_Latn	368	40	408	183480	19943	203423	1.27MB	145.71KB	1.41MB	fineweb-2
noa_Latn	368	50	418	381497	51978	433475	2.81MB	512.92KB	3.31MB	fineweb-2, mala
tac_Latn	368	33	401	226855	20342	247197	1.87MB	179.37KB	2.05MB	fineweb-2
fai_Latn	365	25	390	66357	4545	70902	561.53KB	103.34KB	664.87KB	fineweb-2
kwi_Latn	363	37	400	201393	20787	222180	1.68MB	190.28KB	1.87MB	fineweb-2, mala
pah_Latn	363	33	396	152786	13889	166675	1.23MB	224.01KB	1.45MB	fineweb-2
snd_Deva	361	37	398	530572	54379	584951	3.49MB	617.26KB	4.09MB	fineweb-2
sue_Latn	361	28	389	205929	15972	221901	1.37MB	136.22KB	1.50MB	fineweb-2
rmn_Cyrl	360	52	412	105724	15271	120995	1.22MB	350.08KB	1.56MB	fineweb-2
cbu_Latn	358	19	377	216920	11512	228432	2.25MB	112.22KB	2.36MB	fineweb-2
mdf_Latn	358	51	409	42869	6107	48976	595.07KB	131.18KB	726.25KB	mala
spy_Latn	355	37	392	159698	16644	176342	1.71MB	109.95KB	1.82MB	fineweb-2
eza_Latn	353	23	376	111174	7243	118417	936.30KB	100.28KB	1.01MB	fineweb-2
ozm_Latn	353	34	387	192145	18521	210666	1.38MB	159.40KB	1.54MB	fineweb-2, mala
gub_Latn	351	53	404	352715	52823	405538	2.08MB	434.09KB	2.50MB	fineweb-2, mala
cwt_Latn	350	42	392	180436	21652	202088	1.43MB	145.89KB	1.58MB	fineweb-2
kdr_Latn	349	32	381	469002	43003	512005	1.98MB	2.50MB	4.48MB	fineweb-2
biv_Latn	348	36	384	173870	17986	191856	1.07MB	118.05KB	1.19MB	fineweb-2
sml_Latn	348	49	397	164882	23303	188185	1.34MB	153.34KB	1.49MB	fineweb-2, mala
niv_Cyrl	348	109	457	6912	2165	9077	191.12KB	108.02KB	299.15KB	mala
akp_Latn	347	34	381	161552	15829	177381	1.16MB	89.82KB	1.25MB	fineweb-2
cas_Latn	347	42	389	165545	20037	185582	1.41MB	170.57KB	1.57MB	fineweb-2
ncx_Latn	347	60	407	83900	14507	98407	880.46KB	211.89KB	1.07MB	fineweb-2
cbv_Latn	346	32	378	150475	13916	164391	1.25MB	160.55KB	1.40MB	fineweb-2
enb_Latn	346	44	390	160370	20380	180750	1.67MB	127.32KB	1.80MB	fineweb-2, mala
dts_Latn	344	37	381	110811	11918	122729	876.43KB	108.39KB	984.81KB	fineweb-2
fal_Latn	344	36	380	162241	16978	179219	1.03MB	93.89KB	1.12MB	fineweb-2
nhu_Latn	344	56	400	1109165	180561	1289726	4.79MB	4.27MB	9.06MB	fineweb-2
mmo_Latn	343	37	380	153400	16547	169947	1001.99KB	270.91KB	1.24MB	fineweb-2
yss_Latn	342	47	389	346215	47579	393794	2.30MB	191.78KB	2.49MB	fineweb-2
gbo_Latn	341	29	370	219777	18690	238467	1.36MB	102.44KB	1.46MB	fineweb-2
kgp_Latn	340	36	376	136680	14472	151152	850.54KB	178.88KB	1.01MB	fineweb-2
bdd_Latn	339	30	369	221693	19618	241311	1.86MB	179.58KB	2.04MB	fineweb-2
bmh_Latn	339	22	361	335424	21767	357191	2.10MB	155.76KB	2.25MB	fineweb-2
sda_Latn	338	34	372	233646	23594	257240	1.72MB	329.23KB	2.04MB	fineweb-2, mala
mfi_Latn	336	34	370	206854	20931	227785	1.43MB	133.91KB	1.56MB	fineweb-2
boj_Latn	333	36	369	356850	38578	395428	2.31MB	278.33KB	2.58MB	fineweb-2
sas_Latn	331	62	393	203282	38076	241358	1.51MB	383.13KB	1.88MB	fineweb-2
vmy_Latn	331	34	365	146153	15012	161165	1.22MB	125.89KB	1.34MB	fineweb-2
blh_Latn	330	38	368	242155	27884	270039	1.77MB	119.11KB	1.89MB	fineweb-2
agn_Latn	329	38	367	252690	29186	281876	1.71MB	165.26KB	1.87MB	fineweb-2
dgc_Latn	329	24	353	139222	10156	149378	937.01KB	96.84KB	1.01MB	fineweb-2
gbi_Latn	329	23	352	271837	19003	290840	1.74MB	108.15KB	1.85MB	fineweb-2
qvh_Latn	326	17	343	144247	7561	151808	1.62MB	101.28KB	1.72MB	fineweb-2, mala
bpr_Latn	324	28	352	204027	17632	221659	1.24MB	83.89KB	1.32MB	fineweb-2
byr_Latn	324	54	378	266300	44383	310683	2.91MB	366.58KB	3.27MB	fineweb-2
ibg_Latn	324	44	368	80437	10923	91360	676.86KB	206.69KB	883.55KB	fineweb-2
sxn_Latn	322	38	360	224646	25713	250359	1.80MB	282.79KB	2.07MB	fineweb-2, mala
bku_Latn	321	64	385	624191	124449	748640	1.51MB	4.09MB	5.60MB	fineweb-2
udu_Latn	321	29	350	74155	6699	80854	578.46KB	77.09KB	655.55KB	fineweb-2
hay_Latn	319	19	338	128929	7679	136608	1.25MB	52.03KB	1.30MB	fineweb-2
car_Latn	318	36	354	167657	18980	186637	1.43MB	125.43KB	1.55MB	fineweb-2
sgb_Latn	318	35	353	160789	17697	178486	1.09MB	193.73KB	1.28MB	fineweb-2
avu_Latn	317	33	350	418949	43613	462562	3.13MB	165.42KB	3.29MB	fineweb-2
trn_Latn	317	18	335	183658	10428	194086	1.58MB	32.78KB	1.61MB	fineweb-2
tdx_Latn	316	39	355	259671	29987	289658	1.56MB	557.08KB	2.11MB	fineweb-2, mala
sua_Latn	315	49	364	511230	79524	590754	2.38MB	516.13KB	2.88MB	fineweb-2
urk_Thai	315	31	346	164805	16218	181023	2.39MB	253.39KB	2.64MB	fineweb-2
yli_Latn	315	34	349	202630	21871	224501	1.44MB	134.92KB	1.58MB	fineweb-2
dyi_Latn	313	45	358	319184	45889	365073	1.75MB	317.31KB	2.06MB	fineweb-2
heh_Latn	313	41	354	150192	19673	169865	1.32MB	156.29KB	1.47MB	fineweb-2
nhi_Latn	312	34	346	173171	18871	192042	1.56MB	188.53KB	1.75MB	fineweb-2
grt_Beng	311	28	339	145523	13101	158624	3.17MB	150.36KB	3.32MB	fineweb-2
gnn_Latn	310	38	348	268799	32949	301748	2.73MB	371.67KB	3.10MB	fineweb-2
mqb_Latn	310	27	337	278365	24244	302609	1.60MB	86.04KB	1.68MB	fineweb-2
tbg_Latn	310	26	336	274941	23059	298000	2.10MB	176.11KB	2.27MB	fineweb-2
mwv_Latn	307	22	329	158688	11371	170059	1.27MB	126.53KB	1.40MB	fineweb-2
gul_Latn	306	57	363	376997	70225	447222	1.59MB	731.54KB	2.31MB	fineweb-2
lex_Latn	306	12	318	250617	9828	260445	1.73MB	104.35KB	1.83MB	fineweb-2
qvz_Latn	305	25	330	177772	14474	192246	1.68MB	146.60KB	1.82MB	fineweb-2, mala
thk_Latn	305	35	340	147091	16926	164017	1.30MB	128.76KB	1.43MB	fineweb-2, mala
cjs_Cyrl	304	44	348	16661	4064	20725	329.04KB	87.97KB	417.01KB	fineweb-2, mala
rap_Latn	304	58	362	30900	7415	38315	236.03KB	80.82KB	316.85KB	fineweb-2, mala
mxt_Latn	303	22	325	111339	8084	119423	820.46KB	53.12KB	873.58KB	fineweb-2
pir_Latn	303	39	342	226747	29185	255932	1.90MB	193.53KB	2.09MB	fineweb-2
qup_Latn	301	42	343	106115	15855	121970	1.11MB	229.73KB	1.33MB	fineweb-2, mala
bxr_Latn	301	40	341	24311	3230	27541	364.62KB	158.33KB	522.96KB	mala
qvm_Latn	300	23	323	135169	10394	145563	1.56MB	81.65KB	1.64MB	fineweb-2, mala
tsc_Latn	300	42	342	173801	28496	202297	1.09MB	232.32KB	1.32MB	fineweb-2, mala
bao_Latn	299	31	330	219245	22731	241976	1.67MB	136.01KB	1.80MB	fineweb-2
myy_Latn	296	35	331	242359	28657	271016	1.90MB	152.39KB	2.05MB	fineweb-2
xbi_Latn	296	18	314	124185	7551	131736	925.31KB	99.39KB	1.00MB	fineweb-2
mop_Latn	295	30	325	272349	27696	300045	1.63MB	125.37KB	1.76MB	fineweb-2
sbe_Latn	295	26	321	165120	14553	179673	1.24MB	99.49KB	1.34MB	fineweb-2
dyo_Latn	294	25	319	150986	12838	163824	1.30MB	77.70KB	1.37MB	fineweb-2
lam_Latn	294	27	321	136096	12498	148594	1.28MB	72.17KB	1.35MB	fineweb-2
tcf_Latn	294	19	313	104152	6730	110882	942.79KB	172.12KB	1.09MB	fineweb-2
kyc_Latn	293	34	327	220672	25606	246278	1.59MB	183.41KB	1.77MB	fineweb-2
kqn_Latn	292	47	339	134741	21687	156428	1.11MB	205.82KB	1.31MB	fineweb-2
nho_Latn	292	16	308	238250	13054	251304	1.37MB	83.97KB	1.45MB	fineweb-2
sat_Latn	292	16	308	300198	16449	316647	925.24KB	66.64KB	991.88KB	fineweb-2
jae_Latn	291	40	331	228696	31436	260132	1.64MB	228.91KB	1.86MB	fineweb-2
dua_Latn	290	39	329	128651	17301	145952	877.75KB	163.53KB	1.02MB	fineweb-2
mpp_Latn	290	20	310	169573	11694	181267	1.54MB	63.73KB	1.61MB	fineweb-2
ntr_Latn	290	31	321	233543	24965	258508	1.49MB	98.47KB	1.59MB	fineweb-2
tuo_Latn	290	37	327	221618	28275	249893	2.04MB	258.86KB	2.30MB	fineweb-2
ipk_Latn	289	42	331	9326	1355	10681	168.63KB	58.16KB	226.79KB	mala
mni_Latn	288	26	314	723877	65350	789227	1.73MB	398.04KB	2.12MB	fineweb-2
pma_Latn	288	13	301	243689	10999	254688	1.53MB	101.71KB	1.63MB	fineweb-2
tee_Latn	287	39	326	232848	31641	264489	1.89MB	175.44KB	2.06MB	fineweb-2
kpe_Latn	286	28	314	143789	14077	157866	941.70KB	338.72KB	1.25MB	fineweb-2
kpy_Cyrl	286	58	344	6233	1264	7497	172.18KB	53.66KB	225.85KB	mala
izz_Latn	284	27	311	223081	21134	244215	1.55MB	158.33KB	1.71MB	fineweb-2, mala
coe_Latn	283	33	316	161521	18834	180355	1.74MB	150.87KB	1.89MB	fineweb-2
